,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Storey Unit,Main Location,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Property era
5345,6.0,8.0,5.0,1.0,2.0,1.0,2.0,B-17,True,False,False,False,0,Brand New (2025)
377,6.0,10.0,6.0,1.0,2.0,1.0,2.0,E-18,False,False,False,False,1,Brand New (2025)
1121,7.0,20.0,7.0,1.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
765,6.0,20.0,5.0,2.0,2.0,1.0,2.0,Top City 1,True,True,False,False,1,Brand New (2025)
767,2.0,6.0,2.0,1.0,1.0,1.0,1.0,Burma Town,False,False,True,False,0,Recently Built
3124,6.0,20.0,8.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,True,False,1,Recently Built
5828,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,True,1,Recently Built
2487,5.0,20.0,4.0,1.0,2.0,1.0,2.0,F-11,False,False,False,True,0,Vintage
6043,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
509,6.0,10.0,6.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
3064,6.0,10.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
3891,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Modern Era
5289,5.0,20.0,5.0,2.0,2.0,2.0,2.0,F-11,False,False,False,False,0,Established
4702,6.0,6.0,6.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Brand New (2025)
2236,7.0,20.0,5.0,1.0,2.0,1.0,1.0,Gulberg Residencia,False,False,False,False,0,Recently Built
933,6.0,5.0,4.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,False,False,0,Recently Built
2778,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
5852,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Recently Built
6238,6.0,8.0,6.0,1.0,1.0,1.0,2.0,Faisal Town Phase 1,False,False,True,False,0,Brand New (2025)
2904,5.0,5.0,4.0,1.0,2.0,2.0,2.0,Mumtaz City,False,False,False,False,0,Recently Built
162,2.0,5.0,2.0,1.0,1.0,1.0,1.0,DHA Valley,False,False,False,False,0,Recently Built
3623,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,1,Brand New (2025)
3314,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
226,9.0,20.0,7.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,False,False,0,Recently Built
3883,5.0,6.0,5.0,1.0,2.0,1.0,2.0,Ghauri Town,False,False,False,False,1,Recently Built
2401,6.0,22.0,6.0,2.0,2.0,2.0,3.0,F-7,False,False,False,False,0,Brand New (2025)
1204,5.0,20.0,4.0,1.0,1.0,1.0,2.0,Naval Anchorage,False,False,False,False,1,Brand New (2025)
2073,3.0,7.0,3.0,1.0,2.0,1.0,1.0,E-18,False,False,False,False,0,Brand New (2025)
3126,6.0,14.0,9.0,1.0,3.0,3.0,2.0,G-10,False,False,False,False,0,Brand New (2025)
1392,7.0,20.0,6.0,2.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
1370,6.0,10.0,5.0,1.0,2.0,1.0,1.0,Bahria Enclave,False,False,False,False,0,Recently Built
678,5.0,8.0,5.0,1.0,2.0,1.0,1.0,Bahria Enclave,True,False,False,False,0,Recently Built
3223,6.0,8.0,7.0,1.0,2.0,1.0,3.0,D-12,False,True,False,True,0,Brand New (2025)
471,3.0,8.0,3.0,2.0,3.0,2.0,3.0,DHA Valley,False,False,False,False,0,Brand New (2025)
3108,3.0,7.0,3.0,1.0,1.0,1.0,2.0,FECHS,False,False,False,False,1,Brand New (2025)
6146,5.0,7.0,5.0,1.0,2.0,1.0,2.0,Korang Town,False,False,False,False,0,Recently Built
3948,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,True,False,False,True,0,Brand New (2025)
3311,5.0,5.0,4.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
1987,5.0,8.0,5.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4134,5.0,5.0,3.0,1.0,2.0,2.0,2.0,Bahria Enclave,False,False,False,False,0,Modern Era
528,5.0,10.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
5870,2.0,5.0,2.0,1.0,1.0,1.0,1.0,Shaheen Town,False,False,False,False,0,Recently Built
5743,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Top City 1,True,False,False,False,0,Brand New (2025)
2992,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,1,Brand New (2025)
5076,7.0,20.0,7.0,2.0,2.0,1.0,3.0,F-8,False,False,False,False,0,Brand New (2025)
4122,5.0,11.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,1,Brand New (2025)
4908,5.0,20.0,5.0,2.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,1,Brand New (2025)
2022,6.0,7.0,7.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,0,Brand New (2025)
5274,6.0,8.0,5.0,1.0,2.0,1.0,2.0,F-17,False,False,False,False,0,Brand New (2025)
1107,6.0,7.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Brand New (2025)
1873,4.0,5.0,3.0,1.0,2.0,2.0,1.0,DHA Phase 5,True,False,False,False,0,Brand New (2025)
4231,7.0,16.0,10.0,2.0,1.0,1.0,3.0,D-12,False,False,False,False,0,Recently Built
2240,4.0,5.0,4.0,1.0,2.0,1.0,2.0,Naval Anchorage,False,False,False,False,0,Recently Built
6072,6.0,15.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,True,0,Brand New (2025)
5341,7.0,20.0,6.0,2.0,2.0,2.0,2.0,PWD Housing Scheme,False,True,False,False,1,Brand New (2025)
729,6.0,20.0,6.0,2.0,2.0,2.0,2.0,Naval Anchorage,False,False,False,False,1,Brand New (2025)
2083,6.0,20.0,7.0,1.0,2.0,1.0,1.0,Top City 1,True,False,False,False,0,Brand New (2025)
1797,7.0,24.0,8.0,2.0,1.0,2.0,3.0,DHA Phase 2,True,True,False,True,1,Brand New (2025)
4581,6.0,10.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
642,7.0,8.0,6.0,2.0,2.0,1.0,3.0,D-12,False,True,False,True,0,Brand New (2025)
2489,3.0,5.0,5.0,1.0,2.0,1.0,2.0,I-14,False,False,False,False,1,Brand New (2025)
1824,2.0,5.0,2.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,0,Recently Built
526,5.0,5.0,5.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
5429,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Tarlai,False,False,False,False,0,Recently Built
382,5.0,6.0,5.0,1.0,2.0,1.0,2.0,I-10,False,False,False,False,0,Recently Built
4412,2.0,3.0,4.0,1.0,1.0,1.0,2.0,G-11,False,False,False,False,1,Modern Era
2711,4.0,10.0,4.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,1,Recently Built
3729,5.0,6.0,5.0,1.0,2.0,1.0,2.0,I-14,True,False,False,True,0,Brand New (2025)
4448,7.0,20.0,6.0,1.0,1.0,1.0,2.0,DHA Phase 2,False,True,False,True,1,Modern Era
2229,9.0,20.0,9.0,2.0,1.0,1.0,3.0,F-11,True,False,False,True,0,Recently Built
604,6.0,7.0,6.0,1.0,2.0,1.0,2.0,Mumtaz City,True,False,False,False,0,Brand New (2025)
4107,4.0,26.0,4.0,2.0,2.0,1.0,2.0,F-7,False,False,False,False,0,Recently Built
2451,4.0,22.0,4.0,2.0,2.0,1.0,3.0,F-6,True,False,False,False,0,Brand New (2025)
6216,7.0,20.0,8.0,2.0,3.0,2.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
2814,7.0,48.0,4.0,2.0,2.0,1.0,2.0,G-6,False,False,True,False,0,Established
2588,5.0,4.0,5.0,1.0,1.0,1.0,2.0,Ghauri Town,False,False,True,False,0,Recently Built
6444,3.0,5.0,3.0,1.0,2.0,1.0,3.0,Tarlai,False,False,True,False,0,Recently Built
4088,6.0,20.0,5.0,2.0,1.0,1.0,3.0,F-8,True,False,False,False,0,Established
1223,6.0,10.0,5.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
6442,3.0,3.0,3.0,1.0,1.0,1.0,3.0,Marwa Town,False,False,False,False,0,Recently Built
4338,4.0,5.0,4.0,1.0,2.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Recently Built
120,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
3535,6.0,10.0,5.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,True,True,False,0,Brand New (2025)
3410,5.0,10.0,5.0,1.0,2.0,1.0,2.0,G-13,False,True,False,True,0,Brand New (2025)
3526,5.0,7.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
3127,4.0,32.0,3.0,2.0,2.0,1.0,2.0,E-7,False,False,False,False,0,Recently Built
6285,6.0,18.0,7.0,2.0,2.0,1.0,2.0,Bani Gala,True,True,False,False,0,Recently Built
3448,5.0,4.0,5.0,2.0,2.0,2.0,2.0,G-13,False,False,False,False,0,Recently Built
1241,6.0,20.0,9.0,2.0,3.0,2.0,3.0,E-11,False,True,False,True,0,Recently Built
3065,5.0,5.0,4.0,1.0,2.0,2.0,2.0,FECHS,True,False,True,False,0,Brand New (2025)
102,4.0,5.0,4.0,1.0,2.0,1.0,1.0,MPCHS - Multi Gardens,False,False,False,False,0,Brand New (2025)
1369,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
258,5.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Town,True,False,False,False,0,Brand New (2025)
4978,6.0,10.0,8.0,1.0,3.0,1.0,2.0,Bani Gala,True,False,False,False,0,Brand New (2025)
5700,7.0,32.0,6.0,2.0,2.0,2.0,2.0,F-10,False,False,False,False,0,Vintage
1151,3.0,18.0,3.0,1.0,1.0,1.0,2.0,F-6,False,False,False,False,0,Established
4005,5.0,10.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
3195,6.0,10.0,5.0,1.0,2.0,2.0,2.0,Top City 1,False,False,False,False,0,Recently Built
3364,2.0,5.0,2.0,1.0,1.0,1.0,2.0,DHA Valley,False,False,False,False,1,Recently Built
5262,5.0,30.0,4.0,2.0,2.0,1.0,3.0,Emaar Canyon Views,False,False,False,True,0,Brand New (2025)
298,6.0,20.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,True,0,Recently Built
2692,7.0,20.0,9.0,1.0,1.0,1.0,1.0,DHA Phase 4,False,False,False,False,0,Modern Era
1495,6.0,14.0,6.0,2.0,2.0,2.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
4657,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 1,False,False,False,False,0,Recently Built
5930,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,False,True,0,Brand New (2025)
2350,6.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
3745,5.0,11.0,4.0,1.0,1.0,1.0,1.0,D-12,False,False,False,False,0,Modern Era
3015,5.0,5.0,3.0,1.0,2.0,1.0,2.0,DHA Phase 5,True,False,False,False,0,Brand New (2025)
3290,6.0,20.0,7.0,2.0,2.0,2.0,3.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
626,6.0,26.0,6.0,2.0,2.0,2.0,2.0,F-10,False,False,False,False,0,Modern Era
574,4.0,11.0,3.0,1.0,2.0,1.0,2.0,DHA Phase 1,False,False,False,False,0,Modern Era
1648,4.0,40.0,5.0,1.0,1.0,1.0,2.0,F-10,False,False,False,False,0,Established
6020,5.0,38.0,5.0,2.0,2.0,2.0,2.0,E-7,False,False,False,False,1,Recently Built
250,4.0,5.0,3.0,1.0,1.0,1.0,2.0,B-17,True,False,False,False,1,Brand New (2025)
141,5.0,9.0,5.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,1,Brand New (2025)
4989,6.0,20.0,6.0,1.0,2.0,1.0,2.0,Bahria Town,False,False,False,False,0,Brand New (2025)
5636,6.0,14.0,5.0,2.0,3.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
2648,6.0,8.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
4511,7.0,22.0,6.0,1.0,2.0,1.0,3.0,F-15,False,False,False,False,1,Brand New (2025)
806,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
5508,7.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,True,False,False,0,Brand New (2025)
2859,6.0,8.0,5.0,1.0,2.0,2.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
2602,6.0,12.0,6.0,1.0,2.0,1.0,2.0,G-16,False,True,False,False,1,Recently Built
3557,5.0,6.0,5.0,1.0,2.0,2.0,2.0,Soan Garden,False,False,False,False,1,Recently Built
5916,6.0,10.0,6.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,True,False,False,False,1,Recently Built
3081,6.0,8.0,5.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
5731,4.0,8.0,3.0,1.0,2.0,1.0,2.0,Jinnah Gardens,False,False,False,False,1,Brand New (2025)
2654,3.0,7.0,2.0,1.0,2.0,1.0,1.0,E-18,False,False,False,False,0,Brand New (2025)
5145,7.0,14.0,9.0,1.0,2.0,1.0,2.0,G-11,False,True,False,False,1,Modern Era
2360,5.0,8.0,5.0,1.0,2.0,1.0,2.0,G-10,False,False,False,False,0,Brand New (2025)
4012,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,1,Brand New (2025)
2568,7.0,20.0,7.0,2.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
2710,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
4065,5.0,6.0,5.0,1.0,3.0,1.0,3.0,G-11,True,False,False,False,0,Modern Era
5965,6.0,11.0,6.0,1.0,1.0,1.0,2.0,G-9,False,False,False,True,0,Brand New (2025)
2879,6.0,9.0,6.0,2.0,2.0,2.0,2.0,D-17,False,False,False,False,0,Recently Built
6291,3.0,5.0,2.0,1.0,1.0,1.0,1.0,Bani Gala,False,False,False,False,0,Recently Built
1006,4.0,17.0,3.0,2.0,2.0,2.0,2.0,Bani Gala,False,False,False,False,0,Brand New (2025)
3606,7.0,24.0,8.0,1.0,2.0,1.0,3.0,D-12,False,False,False,False,0,Recently Built
3741,6.0,20.0,6.0,2.0,1.0,1.0,1.0,DHA Phase 2,False,False,False,False,0,Modern Era
5742,6.0,8.0,9.0,1.0,3.0,2.0,3.0,Mumtaz City,False,False,False,False,0,Recently Built
1432,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
681,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
2871,4.0,4.0,4.0,1.0,2.0,1.0,2.0,G-14,False,False,True,False,0,Brand New (2025)
6446,4.0,10.0,4.0,2.0,1.0,1.0,2.0,Tarlai,False,False,True,False,0,Recently Built
5446,6.0,10.0,6.0,1.0,2.0,1.0,2.0,E-11,False,False,False,False,0,Brand New (2025)
3600,4.0,5.0,4.0,1.0,2.0,1.0,2.0,National Police Foundation O-9,False,False,False,False,1,Recently Built
3808,7.0,10.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Recently Built
1799,1.0,20.0,1.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
4021,5.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Recently Built
3563,5.0,6.0,6.0,1.0,2.0,2.0,3.0,DHA Phase 2,False,False,False,True,0,Recently Built
276,6.0,4.0,6.0,1.0,2.0,1.0,2.0,Khanna Pul,False,False,False,False,0,Modern Era
1500,3.0,20.0,3.0,1.0,1.0,1.0,2.0,Simly Dam Road,False,False,False,False,0,Brand New (2025)
6364,5.0,4.0,4.0,1.0,1.0,1.0,3.0,H-13,False,False,False,False,0,Brand New (2025)
1306,4.0,10.0,4.0,1.0,1.0,1.0,2.0,Top City 1,False,False,False,False,0,Recently Built
2134,5.0,20.0,5.0,2.0,2.0,1.0,2.0,Naval Anchorage,False,True,False,False,1,Brand New (2025)
3051,6.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,True,0,Brand New (2025)
3112,5.0,26.0,5.0,2.0,2.0,1.0,1.0,F-7,True,False,False,False,0,Recently Built
944,6.0,10.0,6.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Brand New (2025)
2402,7.0,15.0,9.0,1.0,3.0,2.0,3.0,G-9,False,False,False,True,0,Brand New (2025)
1053,9.0,20.0,9.0,2.0,3.0,2.0,1.0,Gulberg Residencia,False,False,False,False,1,Brand New (2025)
5949,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Brand New (2025)
5681,4.0,4.0,3.0,1.0,1.0,1.0,2.0,D-12,True,False,False,True,0,Brand New (2025)
2598,5.0,10.0,5.0,1.0,1.0,1.0,2.0,Bahria Enclave,False,True,False,False,0,Brand New (2025)
6201,6.0,20.0,6.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
4468,7.0,14.0,10.0,1.0,3.0,1.0,3.0,D-12,False,False,True,False,0,Brand New (2025)
1746,4.0,5.0,4.0,1.0,2.0,1.0,2.0,Gulberg Residencia,False,False,False,False,1,Brand New (2025)
748,6.0,7.0,5.0,1.0,1.0,1.0,2.0,CBR Town Phase 1,False,False,False,False,0,Modern Era
4835,4.0,5.0,3.0,1.0,1.0,1.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
862,6.0,8.0,5.0,1.0,2.0,1.0,3.0,River Garden,False,True,False,True,0,Brand New (2025)
4228,4.0,5.0,4.0,2.0,2.0,1.0,2.0,Naval Anchorage,False,True,False,False,1,Brand New (2025)
3237,6.0,8.0,5.0,1.0,2.0,1.0,2.0,FECHS,True,False,False,False,0,Brand New (2025)
2901,5.0,14.0,5.0,1.0,2.0,1.0,2.0,G-9,False,False,False,True,1,Brand New (2025)
1417,5.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,1,Brand New (2025)
2830,5.0,20.0,4.0,2.0,1.0,1.0,2.0,F-7,False,False,False,False,0,Vintage
5957,3.0,6.0,2.0,1.0,1.0,1.0,1.0,E-18,False,False,False,False,1,Brand New (2025)
760,6.0,20.0,5.0,2.0,1.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Recently Built
4896,6.0,7.0,5.0,1.0,2.0,1.0,1.0,G-13,False,False,False,True,0,Recently Built
1098,7.0,20.0,6.0,2.0,2.0,1.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
6303,2.0,6.0,2.0,1.0,1.0,1.0,2.0,Bani Gala,False,False,False,False,0,Recently Built
2563,7.0,11.0,7.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
2461,5.0,6.0,4.0,1.0,2.0,1.0,2.0,I-10,False,False,False,True,1,Recently Built
4091,6.0,20.0,6.0,2.0,2.0,2.0,2.0,Naval Anchorage,False,False,False,False,1,Brand New (2025)
4409,6.0,24.0,6.0,1.0,1.0,1.0,2.0,F-10,True,False,False,False,0,Recently Built
5770,6.0,20.0,6.0,2.0,2.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
6181,5.0,20.0,5.0,2.0,2.0,2.0,2.0,DHA Phase 5,False,False,False,False,0,Brand New (2025)
623,6.0,8.0,4.0,1.0,2.0,1.0,1.0,B-17,False,True,False,False,0,Brand New (2025)
169,6.0,20.0,5.0,2.0,2.0,2.0,1.0,DHA Phase 5,False,True,False,False,0,Brand New (2025)
4660,6.0,8.0,5.0,1.0,2.0,1.0,2.0,G-13,True,False,False,False,0,Modern Era
4392,6.0,32.0,7.0,2.0,2.0,2.0,2.0,F-10,False,False,False,True,1,Modern Era
1813,6.0,14.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,False,False,0,Recently Built
1173,5.0,18.0,5.0,1.0,1.0,1.0,3.0,D-12,True,True,False,False,0,Brand New (2025)
2069,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,False,False,0,Recently Built
2038,5.0,10.0,5.0,1.0,2.0,1.0,2.0,Top City 1,True,False,True,False,0,Brand New (2025)
137,6.0,11.0,6.0,1.0,1.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
5954,6.0,7.0,5.0,1.0,2.0,1.0,2.0,Tarlai,False,True,True,False,1,Recently Built
2338,6.0,20.0,5.0,2.0,2.0,1.0,3.0,F-8,False,False,False,False,0,Brand New (2025)
2442,6.0,10.0,5.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,True,False,0,Brand New (2025)
2665,5.0,10.0,5.0,1.0,2.0,1.0,2.0,G-13,False,False,False,False,0,Brand New (2025)
1872,6.0,20.0,9.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
6224,6.0,8.0,5.0,1.0,2.0,1.0,2.0,Faisal Town Phase 1,False,False,False,False,0,Recently Built
5119,6.0,20.0,6.0,1.0,1.0,1.0,2.0,B-17,False,True,False,True,0,Brand New (2025)
5920,2.0,5.0,2.0,1.0,1.0,1.0,1.0,Ghauri Town,False,False,False,False,0,Recently Built
1597,6.0,10.0,6.0,1.0,2.0,1.0,2.0,Soan Garden,False,False,False,False,0,Brand New (2025)
4864,3.0,7.0,2.0,1.0,1.0,1.0,1.0,Jinnah Gardens,False,False,False,False,0,Brand New (2025)
4963,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 2,False,False,False,True,0,Brand New (2025)
2245,5.0,9.0,5.0,1.0,2.0,1.0,1.0,F-6,True,False,False,False,0,Recently Built
5423,6.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,True,False,True,False,0,Brand New (2025)
5054,4.0,6.0,4.0,1.0,1.0,1.0,2.0,G-9,False,True,True,False,0,Brand New (2025)
1969,6.0,12.0,6.0,1.0,2.0,1.0,2.0,I-8,False,False,True,False,1,Recently Built
3008,6.0,20.0,5.0,1.0,2.0,1.0,2.0,DHA Phase 4,False,False,False,False,0,Brand New (2025)
6280,4.0,5.0,4.0,1.0,2.0,2.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
5241,3.0,7.0,2.0,1.0,1.0,1.0,1.0,FECHS,False,False,False,False,0,Brand New (2025)
1418,3.0,7.0,2.0,1.0,1.0,1.0,1.0,FECHS,False,False,False,False,0,Brand New (2025)
672,6.0,26.0,7.0,2.0,2.0,2.0,2.0,F-11,True,False,False,False,0,Established
3873,6.0,12.0,6.0,1.0,1.0,1.0,3.0,E-11,False,False,False,False,0,Future
5002,6.0,10.0,6.0,1.0,1.0,1.0,1.0,G-13,False,False,False,False,0,Brand New (2025)
4986,3.0,7.0,3.0,1.0,1.0,1.0,1.0,E-11,False,False,False,False,0,Modern Era
4805,6.0,16.0,5.0,1.0,2.0,1.0,2.0,F-6,False,False,False,False,0,Recently Built
5276,8.0,14.0,7.0,1.0,2.0,1.0,2.0,F-17,False,False,False,False,0,Recently Built
552,6.0,20.0,7.0,1.0,2.0,1.0,2.0,Naval Anchorage,False,False,False,False,1,Brand New (2025)
921,6.0,20.0,6.0,2.0,1.0,1.0,2.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
3269,6.0,8.0,5.0,1.0,2.0,1.0,2.0,FECHS,False,False,False,False,0,Brand New (2025)
4840,5.0,9.0,5.0,1.0,1.0,1.0,2.0,Bahria Town,False,False,False,False,0,Recently Built
2201,4.0,5.0,4.0,1.0,2.0,1.0,2.0,I-14,False,False,True,False,0,Brand New (2025)
6136,6.0,20.0,6.0,1.0,1.0,2.0,2.0,DHA Phase 2,True,False,False,False,0,Brand New (2025)
1452,5.0,5.0,4.0,1.0,2.0,1.0,2.0,MPCHS - Multi Gardens,False,False,True,False,1,Brand New (2025)
406,4.0,5.0,3.0,1.0,2.0,2.0,2.0,Bahria Enclave,True,False,False,False,0,Brand New (2025)
6478,6.0,20.0,8.0,2.0,2.0,2.0,2.0,G-13,False,False,False,False,0,Modern Era
946,4.0,4.0,4.0,1.0,2.0,1.0,2.0,D-12,False,False,False,False,0,Recently Built
3645,6.0,7.0,4.0,1.0,2.0,1.0,2.0,Korang Town,False,False,False,False,1,Brand New (2025)
4795,4.0,5.0,3.0,1.0,2.0,1.0,2.0,Bahria Enclave,False,False,False,False,0,Brand New (2025)
6151,6.0,8.0,5.0,1.0,2.0,1.0,2.0,F-17,False,False,False,False,0,Brand New (2025)
3210,5.0,7.0,5.0,1.0,1.0,1.0,3.0,Bhara kahu,False,False,False,False,0,Established
6137,7.0,5.0,5.0,2.0,2.0,1.0,2.0,H-13,False,False,False,False,0,Brand New (2025)
5038,6.0,24.0,6.0,2.0,2.0,1.0,2.0,F-7,False,False,False,False,1,Recently Built
5313,5.0,8.0,4.0,1.0,1.0,1.0,3.0,Kuri Road,False,False,False,False,0,Recently Built
5868,2.0,5.0,2.0,1.0,1.0,1.0,1.0,Marwa Town,False,False,False,False,0,Recently Built
3404,4.0,5.0,4.0,1.0,1.0,2.0,2.0,DHA Phase 3,False,False,False,False,0,Modern Era
3670,4.0,5.0,4.0,1.0,2.0,1.0,1.0,B-17,True,False,False,False,1,Brand New (2025)
3177,6.0,10.0,6.0,2.0,2.0,1.0,2.0,G-14,True,False,False,False,0,Brand New (2025)
4270,6.0,20.0,5.0,2.0,2.0,1.0,1.0,DHA Phase 2,False,False,False,False,0,Brand New (2025)
1225,7.0,10.0,6.0,1.0,2.0,1.0,2.0,Top City 1,False,False,False,False,0,Recently Built
790,6.0,11.0,6.0,1.0,2.0,1.0,1.0,Arsalan Town,False,False,False,False,0,Brand New (2025)
2853,7.0,11.0,7.0,1.0,1.0,1.0,2.0,G-13,True,False,True,False,0,Recently Built
125,5.0,5.0,5.0,1.0,1.0,1.0,2.0,B-17,False,False,False,False,1,Recently Built
4000,3.0,5.0,4.0,1.0,2.0,1.0,1.0,G-9,False,False,False,True,1,Brand New (2025)
4248,7.0,20.0,9.0,2.0,2.0,2.0,1.0,F-11,False,False,False,True,0,Recently Built
3675,7.0,10.0,6.0,1.0,2.0,1.0,2.0,G-13,False,False,True,False,0,Brand New (2025)
3037,6.0,10.0,7.0,1.0,2.0,1.0,2.0,Soan Garden,True,False,False,False,0,Recently Built
1727,5.0,5.0,4.0,1.0,2.0,1.0,2.0,B-17,False,False,False,False,0,Brand New (2025)
3095,3.0,5.0,3.0,1.0,2.0,1.0,2.0,Bani Gala,False,False,True,False,1,Recently Built
1596,6.0,10.0,5.0,1.0,1.0,1.0,2.0,G-15,False,False,True,True,0,Recently Built
