,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Building,Main Location,luxury_type,Parking Spaces,Floor,Elevators,Floor in Building,Price per Unit,Property era,Floor Level,Building Type,Elevator Capacity
3727,3.0,12.0,3.0,1.0,1.0,0.0,Askari Tower 3,DHA Phase 5,0,1.0,1.0,1.0,2.0,0.0,Future,Ground/First Floor,Lower Levels,Single/None
6094,5.0,12.0,4.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,1.0,12.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1140,1.0,2.0,1.0,1.0,1.0,1.0,Gulberg Residencia,Gulberg Residencia,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
3063,2.0,6.0,2.0,1.0,1.0,1.0,The Royal Mall and Residency,Bahria Enclave,0,1.0,1.0,2.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
5228,2.0,7.0,2.0,1.0,1.0,1.0,I-8,I-8,0,1.0,1.0,1.0,2.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
894,2.0,7.0,2.0,0.0,1.0,1.0,F-11,F-11,0,1.0,1.0,3.0,6.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Multiple Bank
109,5.0,13.0,4.0,1.0,2.0,1.0,DHA Phase 5,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
5659,2.0,5.0,2.0,1.0,1.0,1.0,Zarkon Heights,G-15,1,1.0,3.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
1801,1.0,5.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,3.0,1.0,16.0,0.0,Recently Built,Lower Floors,High Rise,Single/None
6331,3.0,5.0,3.0,0.0,1.0,0.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
916,2.0,3.0,2.0,1.0,2.0,2.0,G-11,G-11,0,1.0,1.0,3.0,3.0,1.0,Established,Ground/First Floor,Lower Levels,Multiple Bank
172,1.0,2.0,1.0,1.0,1.0,1.0,B-17,B-17,1,1.0,1.0,1.0,7.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
2874,1.0,3.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4058,5.0,13.0,4.0,1.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,2.0,8.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
1914,2.0,4.0,2.0,0.0,1.0,0.0,Faisal Town,Faisal Town Phase 1,0,1.0,4.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5662,4.0,12.0,3.0,2.0,1.0,0.0,The Centaurus,F-8,0,1.0,1.0,4.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
6385,1.0,2.0,1.0,1.0,1.0,1.0,F-17,F-17,0,1.0,2.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2628,2.0,6.0,2.0,1.0,1.0,1.0,G-13,G-13,1,1.0,1.0,1.0,16.0,0.0,Brand New (2025),Ground/First Floor,High Rise,Single/None
6002,3.0,11.0,3.0,0.0,1.0,0.0,F-11,F-11,0,1.0,1.0,1.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2438,2.0,7.0,2.0,1.0,1.0,1.0,Warda Hamna Residencia 3,G-11,0,1.0,1.0,4.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Multiple Bank
5509,2.0,6.0,2.0,1.0,1.0,1.0,Mumtaz City,Mumtaz City,1,1.0,8.0,1.0,1.0,0.0,Brand New (2025),Mid-Level,Ground/Flat,Single/None
4621,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,2.0,5.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
4462,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,8.0,4.0,15.0,1.0,Modern Era,Mid-Level,High Rise,Multiple Bank
5321,3.0,9.0,3.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,2.0,5.0,2.0,9.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
4971,2.0,4.0,2.0,1.0,1.0,1.0,I-16,I-16,1,1.0,1.0,3.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
6158,3.0,8.0,3.0,1.0,1.0,1.0,G-11,G-11,1,1.0,2.0,2.0,6.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
3070,2.0,5.0,2.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,4.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
596,3.0,5.0,3.0,1.0,1.0,1.0,H-13,H-13,0,1.0,1.0,4.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Multiple Bank
3723,3.0,7.0,3.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,2.0,1.0,2.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Dual Setup
4562,1.0,3.0,1.0,1.0,1.0,1.0,E-11,E-11,0,2.0,6.0,2.0,11.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
3132,1.0,6.0,1.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
5433,2.0,6.0,2.0,1.0,1.0,1.0,Executive Heights,F-11,1,1.0,4.0,1.0,8.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
3387,3.0,9.0,3.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,3.0,12.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
3540,2.0,6.0,2.0,1.0,1.0,1.0,Bani Gala,Bani Gala,0,4.0,3.0,2.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
584,2.0,4.0,3.0,1.0,1.0,1.0,Soan Garden,Soan Garden,0,2.0,2.0,2.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
5983,2.0,3.0,2.0,1.0,1.0,1.0,Soan Garden,Soan Garden,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2017,1.0,2.0,1.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,3.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
4375,1.0,4.0,1.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,1.0,12.0,2.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4700,2.0,6.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
5364,3.0,8.0,2.0,1.0,1.0,1.0,Mall of Islamabad,Blue Area,0,2.0,1.0,1.0,21.0,1.0,Recently Built,Ground/First Floor,High Rise,Single/None
417,2.0,4.0,2.0,2.0,1.0,1.0,El Cielo,GT Road,0,2.0,10.0,2.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
2265,3.0,9.0,3.0,0.0,1.0,0.0,G-11,G-11,0,1.0,1.0,3.0,10.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
5638,3.0,8.0,3.0,2.0,1.0,1.0,G-13,G-13,0,1.0,1.0,1.0,16.0,0.0,Brand New (2025),Ground/First Floor,High Rise,Single/None
4425,1.0,4.0,1.0,2.0,2.0,2.0,Top City 1,Top City 1,0,3.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
274,2.0,4.0,2.0,1.0,1.0,1.0,El Cielo,GT Road,0,2.0,10.0,2.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Dual Setup
580,2.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
1689,2.0,3.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
6295,2.0,8.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,1.0,1.0,2.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
815,2.0,4.0,2.0,1.0,1.0,1.0,Al-Ghurair Giga,Al-Ghurair Giga,0,2.0,2.0,2.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
6142,3.0,9.0,2.0,0.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,1,1.0,1.0,1.0,4.0,1.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
4330,2.0,6.0,2.0,1.0,1.0,1.0,11 Central Apartments,G-11,0,1.0,1.0,1.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
5608,4.0,12.0,3.0,0.0,1.0,0.0,Askari Tower 2,DHA Phase 2,0,1.0,1.0,2.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
36,2.0,6.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,8.0,5.0,17.0,0.0,Recently Built,Mid-Level,High Rise,High-Capacity
3950,1.0,4.0,1.0,0.0,1.0,0.0,F-11,F-11,0,2.0,1.0,3.0,7.0,0.0,Established,Ground/First Floor,Mid Rise Core,Multiple Bank
6217,2.0,4.0,2.0,1.0,1.0,2.0,Faisal Town Phase 1,Faisal Town Phase 1,0,4.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4118,2.0,4.0,2.0,0.0,1.0,1.0,D-17,D-17,0,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
1864,2.0,6.0,2.0,0.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,5.0,1.0,Established,Ground/First Floor,Mid Rise Core,Single/None
1057,2.0,4.0,2.0,1.0,1.0,1.0,H-13,H-13,0,2.0,4.0,1.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
5114,1.0,2.0,1.0,2.0,2.0,2.0,Gulberg Trade Centre,Gulberg Greens,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
3485,1.0,2.0,1.0,3.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
5574,2.0,6.0,2.0,2.0,2.0,2.0,Faisal Town Phase 1,Faisal Town Phase 1,0,2.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
3418,2.0,3.0,2.0,1.0,1.0,1.0,B-17,B-17,1,4.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
6102,2.0,7.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,8.0,4.0,32.0,0.0,Brand New (2025),Mid-Level,Skyscarper,Multiple Bank
2383,3.0,8.0,3.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,1.0,3.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
1466,1.0,2.0,1.0,1.0,1.0,1.0,Diamond Mall & Residency,Gulberg Greens,0,1.0,3.0,1.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5589,3.0,8.0,3.0,1.0,1.0,1.0,Zarkon Heights,G-15,1,1.0,3.0,1.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
1082,2.0,2.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,5.0,1.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Single/None
5104,4.0,14.0,4.0,1.0,1.0,1.0,Askari Tower 3,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
577,1.0,3.0,1.0,1.0,1.0,2.0,Goldcrest Views,DHA Phase 2,0,1.0,17.0,5.0,40.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
1917,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,3.0,1.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2439,3.0,6.0,3.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,2.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
6432,2.0,4.0,2.0,1.0,1.0,1.0,Margalla View Society,Margalla View Housing Society,0,1.0,1.0,2.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Dual Setup
6096,2.0,4.0,2.0,1.0,1.0,1.0,Gulberg Icon 2,Gulberg Greens,0,1.0,6.0,1.0,6.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
2139,5.0,12.0,4.0,1.0,1.0,1.0,Askari Tower 2,DHA Phase 2,0,1.0,8.0,2.0,22.0,0.0,Future,Mid-Level,High Rise,Dual Setup
3597,4.0,11.0,4.0,1.0,2.0,1.0,Capital Residencia,Margalla Hills-2,0,1.0,5.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
1975,1.0,3.0,1.0,0.0,1.0,0.0,DHA Phase 5,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
5863,1.0,2.0,1.0,0.0,1.0,1.0,D-17,D-17,0,1.0,3.0,1.0,4.0,0.0,Modern Era,Lower Floors,Lower Levels,Single/None
4493,3.0,10.0,3.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,1,1.0,1.0,4.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
565,2.0,4.0,2.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,2.0,5.0,22.0,0.0,Future,Lower Floors,High Rise,High-Capacity
6235,2.0,4.0,2.0,1.0,1.0,1.0,Pine Heights Luxury Apartments,D-17,0,1.0,7.0,3.0,10.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
1688,2.0,7.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,3.0,6.0,7.0,9.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,High-Capacity
3713,3.0,7.0,3.0,0.0,1.0,0.0,Goldcrest Views,DHA Phase 2,0,1.0,1.0,6.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,High-Capacity
6087,1.0,2.0,1.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
2527,2.0,3.0,2.0,1.0,2.0,1.0,Soan Garden,Soan Garden,0,2.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
5334,2.0,6.0,2.0,1.0,1.0,1.0,Silver Oaks Apartments,F-10,0,1.0,10.0,4.0,10.0,1.0,Modern Era,Mid-Level,Mid Rise Core,Multiple Bank
1886,2.0,7.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,1,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
5240,2.0,8.0,2.0,1.0,1.0,1.0,The Veranda Residence,E-11,0,1.0,6.0,1.0,8.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
715,2.0,6.0,2.0,1.0,1.0,1.0,E-11,E-11,1,1.0,8.0,0.0,13.0,0.0,Brand New (2025),Mid-Level,High Rise,Single/None
4431,2.0,4.0,2.0,1.0,2.0,1.0,E-11,E-11,0,1.0,3.0,1.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
4633,1.0,3.0,1.0,2.0,1.0,1.0,Sofia Sapphire,Mumtaz City,0,1.0,4.0,6.0,14.0,0.0,Future,Lower Floors,High Rise,High-Capacity
2352,2.0,6.0,2.0,1.0,2.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,1.0,1.0,7.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
560,1.0,3.0,1.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,1.0,1.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2881,2.0,4.0,2.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,1.0,4.0,22.0,0.0,Future,Ground/First Floor,High Rise,Multiple Bank
3802,4.0,11.0,3.0,1.0,1.0,0.0,Askari Tower 1,DHA Phase 2,0,2.0,1.0,2.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
758,2.0,8.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,2.0,3.0,7.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Multiple Bank
3421,2.0,6.0,2.0,2.0,2.0,2.0,Zarkon Heights,G-15,0,4.0,3.0,2.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
1129,3.0,10.0,3.0,1.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,2.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
1188,2.0,9.0,2.0,1.0,1.0,0.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
5907,2.0,3.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,1,1.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
1686,2.0,7.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,3.0,4.0,8.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,High-Capacity
482,2.0,6.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4606,2.0,4.0,2.0,2.0,1.0,1.0,I-12,I-12,0,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
789,1.0,3.0,1.0,1.0,2.0,1.0,Cube Apartments,Bahria Enclave,0,4.0,3.0,4.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
3170,2.0,9.0,2.0,1.0,1.0,1.0,Diplomatic Enclave,Diplomatic Enclave,1,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
995,1.0,3.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
6154,5.0,13.0,4.0,1.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,2.0,7.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
6092,2.0,4.0,1.0,2.0,1.0,1.0,Eighteen,Kashmir Highway,0,1.0,1.0,4.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
4443,2.0,3.0,2.0,1.0,1.0,1.0,Faisal Margalla City,B-17,1,1.0,1.0,1.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
5548,3.0,8.0,3.0,1.0,3.0,1.0,B-17,B-17,0,2.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
1607,1.0,2.0,1.0,5.0,1.0,2.0,DHA Phase 1,DHA Phase 1,0,3.0,3.0,1.0,7.0,1.0,Future,Lower Floors,Mid Rise Core,Single/None
5616,1.0,2.0,1.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3310,4.0,11.0,4.0,1.0,2.0,1.0,E-11,E-11,0,1.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
868,2.0,4.0,2.0,1.0,1.0,1.0,New Blue Area,New Blue Area,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
2444,2.0,5.0,2.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,1,1.0,1.0,1.0,12.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
8,4.0,12.0,3.0,1.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,1,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
458,5.0,12.0,4.0,1.0,2.0,1.0,DHA Phase 5,DHA Phase 5,0,2.0,5.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
2656,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Hills,Faisal Hills,0,1.0,3.0,2.0,4.0,0.0,Vintage,Lower Floors,Lower Levels,Dual Setup
6196,3.0,6.0,2.0,1.0,1.0,1.0,The Royal Mall and Residency,Bahria Enclave,0,2.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3708,1.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 5,DHA Phase 5,0,1.0,7.0,1.0,25.0,1.0,Brand New (2025),Mid-Level,High Rise,Single/None
5605,1.0,3.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
5488,3.0,5.0,3.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,1,1.0,1.0,2.0,15.0,0.0,Recently Built,Ground/First Floor,High Rise,Dual Setup
5487,3.0,5.0,3.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
4911,3.0,7.0,2.0,0.0,1.0,1.0,D-17,D-17,0,1.0,1.0,1.0,2.0,0.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
5857,2.0,5.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
1810,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,2.0,2.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4383,1.0,2.0,1.0,1.0,1.0,1.0,Gulberg Heights,Gulberg Greens,0,1.0,1.0,1.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4710,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
5453,2.0,7.0,2.0,1.0,1.0,1.0,Sofia Sapphire,Mumtaz City,0,1.0,10.0,3.0,13.0,0.0,Brand New (2025),Mid-Level,High Rise,Multiple Bank
2544,2.0,3.0,2.0,1.0,1.0,1.0,Soan Garden,Soan Garden,1,1.0,3.0,1.0,5.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
5976,2.0,7.0,2.0,2.0,1.0,0.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,1.0,1.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
4713,2.0,4.0,2.0,1.0,1.0,1.0,E-17,E-17,1,4.0,4.0,2.0,12.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5682,1.0,4.0,1.0,1.0,2.0,1.0,Makkah Tower,E-11,0,1.0,5.0,3.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
1254,2.0,4.0,2.0,1.0,1.0,1.0,I-16,I-16,0,1.0,1.0,2.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
2474,2.0,3.0,2.0,1.0,1.0,1.0,Jinnah Gardens Phase 1,Jinnah Gardens,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5575,2.0,4.0,2.0,1.0,1.0,1.0,Soan Garden,Soan Garden,1,1.0,2.0,1.0,4.0,0.0,Modern Era,Lower Floors,Lower Levels,Single/None
2720,3.0,10.0,4.0,1.0,1.0,1.0,G-11,G-11,0,2.0,1.0,3.0,10.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Multiple Bank
5385,2.0,5.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,1.0,3.0,10.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
4860,2.0,5.0,3.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,1.0,8.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3770,3.0,8.0,3.0,0.0,1.0,0.0,Zarkon Heights,G-15,0,4.0,3.0,2.0,9.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
2411,3.0,3.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,5.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2419,5.0,14.0,4.0,1.0,1.0,1.0,Askari Tower 3,DHA Phase 5,0,4.0,10.0,3.0,12.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
5013,4.0,10.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
5456,1.0,3.0,2.0,1.0,1.0,1.0,Sofia Sapphire,Mumtaz City,0,1.0,3.0,6.0,14.0,0.0,Brand New (2025),Lower Floors,High Rise,High-Capacity
5483,2.0,6.0,2.0,2.0,3.0,1.0,Faisal Town,Faisal Town Phase 1,0,4.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
4698,2.0,7.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,5.0,3.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
6335,2.0,4.0,2.0,1.0,1.0,2.0,Goldcrest Highlife,DHA Phase 2,0,1.0,1.0,1.0,22.0,0.0,Future,Ground/First Floor,High Rise,Single/None
4708,2.0,3.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,0,1.0,1.0,1.0,2.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
5325,2.0,4.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5278,1.0,2.0,1.0,1.0,1.0,2.0,F-17,F-17,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
